ax,ay,az,gx,gy,gz,temp,current,rpm,label
0.03046059712816051,-0.004683067494466719,-0.004682739138983611,0.7896064077536957,0.3837173645764544,-0.23473719296747605,41.29537707620138,1.972347139765763,1514.901424590337,0
0.004839245431320682,-0.03826560489315596,-0.03449835665026066,-0.28114376462048635,-0.5064155601672119,0.15712366629763694,39.06854049285948,1.9073164614375075,1516.276801307579,0
-0.004515526009730713,0.0013505640937584767,-0.028494963724269136,-0.27219136226259133,0.05546129485493304,-0.5754967887111514,42.93129753784311,1.7175392597329417,1472.7592777343636,0
-0.012034132244587938,0.03704556369017876,-0.0002699444947586784,-0.5288554644779502,0.4112724560515945,-0.6104218249855111,39.41661250041345,1.879872262016239,1511.2709405503701,0
0.003937224717382471,0.014769331599908208,0.00342736562379941,-0.057824141194120264,-0.1505518477946444,-0.7392609951837137,37.34362790220314,1.608065975224045,1506.2659078501426,0
0.006872365791369228,-0.03526080310725468,0.0064816793878959,-0.19254114020815827,-0.33846100015297936,0.30583814442043394,42.11424445243783,1.9078722458080426,1478.4046737481588,0
-0.006184247517024292,0.006625268628071279,0.019510902542447184,-0.23958711892264498,-0.09282948833190856,-0.5531674870030141,38.32156495355472,2.1862560238232396,1530.9299856748785,0
-0.001440202431606677,0.020070657957840483,0.007232720500952683,-0.32255987730256214,0.18069780275420697,0.7690182832329846,42.71248005714165,2.16250516447884,1464.1138012775798,0
0.01643805008750448,0.0017409413647634245,-0.00598014700931735,0.04588038826775115,-0.9937844573004464,-0.10983594391875597,34.76050979182051,2.3129287311628013,1498.9252188267014,0
-0.016169872057863754,-0.010035140871690731,0.018308042354041484,0.16437555482984223,-0.2648801018835194,0.25663371655667805,38.9634595634527,2.2955788089483034,1510.7133771453523,0
-0.006553242931955364,-0.007842163062643152,-0.029270298962642372,0.14806013853228803,0.13052763608994467,0.002556728321230445,38.59589381224529,2.193728998106578,1502.9123264804412,0
-0.00685429033053539,-0.01604554538443238,-0.003225714233320183,0.2020254284072692,0.9430929506052651,0.08728890641591948,39.15870935446928,1.716925851589917,1492.9623859987455,0
-0.0005302775089843375,0.0012046041988205288,0.049264842249705725,-0.09618048239056126,0.15077367116680623,-0.017355884852621656,36.162457569401916,1.9851108168467666,1507.726511721683,0
0.01582063894086094,-0.018187749095894778,0.028055886218721984,-0.7009255313961404,0.29342854690013515,1.0952278129049893,41.50386606537355,2.228564562903004,1464.939658871414,0
-0.010069513082323985,-0.031013268621322653,0.0013712594961205467,-0.5311518568630524,0.2367962153175908,-0.4597121171169016,40.19930273017528,1.8867404540794457,1470.2839102460794,0
0.016270344347393394,-0.024617286328679103,0.004549198692082588,0.653571377141214,-0.8037416172806138,0.0923169292661521,39.35587696758865,1.8433493415327526,1546.4980321505261,0
-0.026409132261685526,0.010438831312337953,0.005939693464663721,0.12524642517293827,0.17322410474848784,-0.3400123607892454,37.52609857824383,2.1563645743554622,1507.7964838274527,0
0.03731549022289513,0.00947665841823575,-0.023826069944052973,0.32827680431691486,-0.4873408351136607,0.393542301871226,38.571297163947264,2.0586144946597362,1506.9676109148302,0
0.008255618538729966,0.0164412031998898,0.03793585965307895,-0.12269405800143525,-0.3768680821787448,-0.44475721481276165,41.92675225848864,1.8358635363296578,1534.7578673702221,0
